135,19,40,26.4,-20,11,53,62.83,6,-7,36.54,62.14,59,10,26.11
-34,34.33,3,46,86,4.92,3,122,50,74.33,0.18,-7.85,66.07,-23,13
98,73.67,27.23,36.88,25,-12,34.71,19.66,47,-37,128,-7,98,24,82
-48,-20.3,42.71,9.37,48,-31,69,49,9,-36,-18.15,-19,47.52,-14,-11.89
58.99,73.82,-29,-47,-6.62,51.56,69,65.54,64,1.41,-41,35.09,-12,69.05,41
-47,-20.6,-28,112,113,29.09,24.86,67.6,-37,-43,-28,-2.71,1.31,51.83,74.09
42.15,31.39,25.67,102,5,31.89,-43,-3.87,36,54,51,54.01,21,9.9,33.25
77,-10.77,16,47,5,66,36.12,-37,59.38,32,-21.67,93,51,12.1,16
101,68,-3.5,43.5,6,-19,-23,69.15,19,-7,-24.69,48.78,101,23.55,0.12
-18,-37,30.17,75,140,7.54,50.07,-9.15,56,22.32,142,-6.74,-11.7,49.91,104
-49,11.48,31.18,23,100,21,106,11,45,109,55,52.22,70.9,95,116
21,25.79,75,103,6.62,-9.91,62.73,-46,70,12.85,95,28,-8.52,11,46.31
70,27.43,64.62,93,-12.75,52,16.95,114,12.94,102,95,109,17,30,51.03
91,29.61,-6,33,129,-17.8,92,47,53.13,45,117,-14.34,113,27,34
-9.25,-11.12,-12,6,91,109,-23,35,12.06,-22.12,35.83,-12,32.27,-14.78,9.41
47,28,116,136,17,56.94,93,-28,71.11,23.54,-24.51,-16,91,-20,13.81
71,25.16,29,-6.76,83,-33,-2.79,59,19.87,-20,19.78,-23,20,63,23.21
27.42,38.96,21,45.71,23.84,75,3,21.54,30,66.33,94,65,126,118,26.94
-43,106,14,48.16,115,38.54,135,-41,22,16,-11,147,-24.19,17,34.96
24,66,74,-24,63,-41,90,32.73,28.46,-21,26,33.99,111,-27,-42
64.18,0,59,-4.82,15,-21,-15,6.95,38.85,14.7,102,110,-6,94,-35
56.19,-6.25,-5,116,77,-8,-0.81,15.39,138,59.75,27.71,119,29.53,142,133
-15.37,141,-1.7,54,-39,-9.47,-49,146,69,124,31.05,116,81,76,79
-17.74,-34,106,39.85,20,9,-12.64,75,13.01,-22.66,107,-13.53,74,44,80
2,51.34,-36,-38,128,11.34,52.37,12,43.72,6.17,-11,-18.01,-18.44,61,8
-6.48,-45,-46,141,131,1,70,62.65,23.57,70,28.44,24.71,57.77,25,26
5,55,118,12,-12.54,134,3,26.16,56.6,69.54,35.66,48,52,67.19,-6
69.05,-25,-20.94,72.68,-45,-19.23,50,10.99,58.34,89,94,8,23.1,66,-13.85
70.89,71.38,-9.55,10.5,23.76,-9,97,43.03,-33,59,16,29,-36,58.56,89
71.16,9.94,71,93,66.24,-22.26,44,9.44,38.86,39,-4,95,3.56,63,-11
90,23.86,24,36.28,42.79,130,61,71,118,14,29,110,-11,-15.35,54
-40,128,110,52.04,39,34.22,70,42,5.9,143,68,108,-36,1.97,30.12
41.65,48,51,22,50,-2,-5,8,65.45,136,144,104,-18,-11.09,8.64
-5,20,46,142,70,41.92,143,-5.22,34,28,7.59,61,73.32,25,107
17.91,-4.09,67,101,58.73,-11.52,34.22,-10.19,102,20.96,31,-4.8,6,21,11.72
10.94,48,145,-6.4,-9,40.22,27.08,-11.67,-10,1.97,71,-15.12,-27,-5.72,60
-12.54,-3.89,124,45,109,16,-20.31,80,10,62.73,129,82,55,6.49,26.62
128,-43,107,56.85,-46,28,35,127,-15,-16.35,71,68,54,57.32,49.48
28,41.04,147,107,97,43,18.32,45.21,49.21,115,65.81,70.7,73,9,-10
89,49,58.22,-40,-18.52,12,-8.95,54.47,103,137,125,36,86,132,-30
20,67,52.92,113,29.29,23,46,-23.36,28.49,66,104,37.84,120,52,80
55.94,142,125,130,-29,14.17,54,39.78,129,13,49.39,128,-19,0,70
34.8,20.97,54.2,72.91,99,-2,108,-27,-33,148,-39,27.19,102,39.8,39
-38,-13.09,19.32,116,25,29.58,-10,-39,133,50.69,46.45,9,44,-17.41,-14
32.27,-8,-9,44.58,144,-45,-23,-40,19,31,37,29,27.98,131,87
-44,96,28.36,21.22,31,-6.71,13,10,0,-13.59,27,-41,-20.78,3,61.09
14.39,45,58,18,74.28,27.86,-9.12,113,109,87,1,39.86,90,92,0
17,15.84,26,3.08,-5.95,99,54.19,34,60,115,27.28,149,44.39,8.15,9
-4.51,48.02,60.73,-5,-7.62,-14.95,-5.4,-10.12,104,5,36,-30,129,70.4,44.51
-1.14,-8.34,-15.74,30.44,20,-20.29,31,-26,49,11,108,130,20.59,107,-39
-40,37.1,123,-8.14,-9.79,46.21,76,-21,33.62,8.69,107,114,39.44,2,38.17
51.54,63,82,-31,-20,5,70.53,-22.32,22,53.76,17.29,30.52,105,89,-0.39
-3.51,-10.94,52.76,-22.6,0.27,42,39,3,76,-17.99,136,34.75,44,38,86
