16.14,18.97,59.54,91,64.67,55.98,92,93,57.89,114,72,32,30,35.53,-27
9.95,32,-24.69,-48,21,43,-48,7.58,20,101,103,15.12,-13.97,36.43,42.78
32.26,-39,-10,-28,54,21.2,52,4,-29,18,139,31.62,24.76,-25,24.81
9.13,-0.34,137,-7.72,-24,-16.9,78,-46,28,140,-32,30,71,71.48,121
9,34.07,9,113,-23,37.4,129,104,2.76,148,136,123,28.01,104,32
-5,144,43.82,-29,-2,70.88,-23,-10.78,4.8,-22.09,70.75,15.38,32,-0.43,60.69
16,-2.34,16,67.3,25.8,1,21.52,39,56.27,48.16,-6,39.24,74,82,96
-7.37,19.24,35.1,12.21,-18,70.67,3,42.03,36,-13.15,131,99,38.44,72,49
50.06,-14,-12.99,13.23,11.5,28.31,1.36,2,104,96,17,42,19,133,-43
-9,30.02,-49,-4.19,-31,34,-31,21,145,62.81,-2.48,126,-23,129,66
1,-24,23,29,126,54,-45,12,6.84,42.46,-25,65,-29,20,-17.34
99,-1.39,37,13.76,-7.54,-15,23,23.81,-20,102,-46,7.44,-34,147,34
44.02,-22.14,49,-16.54,-10,-9.54,-16,35,21,-40,-8.62,44,-17,-10,36
144,29.52,-11.82,-4.9,46.51,108,143,101,66.7,107,64,45.74,128,-11,-0.52
6,42,67.54,-10.93,-22.1,63,-22,119,17.01,62,47.84,57.08,-29,-9.47,142
-16,-45,-32,102,-2.49,74,13.01,7.73,44,60.94,-23.58,-16.22,53.81,-39,-20.66
-4,-13.86,-23,148,144,36.53,52.51,49.72,45,33,6.98,53.82,43.22,136,57
149,-7,62.51,2,35,15.79,52.73,-6,35.19,128,50.63,106,87,103,48.54
146,56,-14.63,22,114,117,92,38.18,5.2,-10.22,128,-3,67.4,71,45.87
95,38,75,68.8,39.89,19,120,5,6.16,-48,-9.51,-16,135,61.44,71.47
-5.39,-20.96,83,58.97,74.13,-48,77,59,-43,-18.47,57.12,16.35,70,74,-10.84
27,28.18,97,105,-30,54,-9.3,-14,30.77,105,51,40.76,138,56.62,15.14
-28,50,16,73.81,53,43.7,-1,-46,59,62.8,97,18,50,-40,20
11,62.89,43,-16,6,132,-9.98,23,14.2,-22,17,-2,144,86,-17
24.04,79,35.82,27,-35,31,97,40.74,60,-18,-42,34.37,-5,-10,41
-47,-16.83,70,-21.96,62.64,100,51.74,126,82,-8,-25,73.59,48.12,-39,8.69
41.44,86,107,0.99,40.33,27,70.28,-9,48,14.87,17,-46,-15,-38,71
74.62,125,63.69,136,56.93,-21.44,-12.27,0.24,81,-45,42.12,83,50.88,-10.72,68.03
127,120,44.53,35.4,98,7.99,-44,15.9,1.38,82,28,48.51,42.38,-36,23
8,20.4,28.6,6,35.41,-19.34,53.69,34,22.79,-36,19.63,-20.82,9,74,51
70,2.91,-2.97,21.03,89,-6.34,-48,61.25,46.64,3,-10.1,-46,23,-9.28,-6
58,24,47.17,31,43.7,95,143,-37,101,139,5.02,22.42,41,66.34,139
