-16,-6,3,17,29.39,-2.24,56,9.45,8.59,25.71
31.94,37,-1,-2,19.54,-9.77,28,25,0,67
-4.73,54,70,8,73,-2,43,27,51,-2
63,22.48,-2,19,12,26.37,19,72,77,-9
-16,-20,36.12,-4,65,5.09,19,10.67,-9.55,33
62,-12,18,-16,24.11,52,21.75,30.57,22.98,67
31.76,-7,15.69,41,12,7.93,-15,13.83,-13,1.99
70,5.05,63,36.67,-14,-18,38,23,38,60
39,64,5.47,69,61,14.48,28,7.72,76,18.94
-11,44,-12,59,56,25.47,52,31.08,-9,64
16,-3,53,39,29,28.23,-6.88,70,3.77,-6
59,37.74,-6,-17,46,31,63,1,76,13
9.75,5,9.59,27.35,8.01,46,21,64,43,37.05
14.53,72,-3,7.07,32.5,25.34,62,38,-15,38.08
61,45,14,3.58,34.02,38.17,35.18,19.09,20.87,44
79,37.13,31.45,42,53,25.12,55,38,26,38.97
38.71,65,-2.95,38.54,-5,8.32,26,36.27,55,21.67
21.3,27,22.94,-5.45,-5.07,1,65,37.58,36.32,-11
54,5.84,10,19.86,49,45,19.61,42,-12,27.28
13.55,6,30.66,77,9.07,3,5.87,31.45,39.94,27
35,-6,-5.96,18,47,40,53,33,22,4.55
-3.65,41,1,19,20.46,23,-3.45,-6.55,27,27.22
38.93,0.2,51,-6.09,77,33.31,59,29.27,74,24.35
26.31,22,22.46,45,-7.58,-8.54,-15,3.67,-17,31.31
5.54,-12,78,60,7.77,16.69,36,-2.83,51,27.21
-7.06,32.71,26.94,72,35,13.18,-11,22.67,61,-5.21
49,25.4,18.96,-16,31.65,31,-3,24.83,28.85,-0.72
16,30,4,2.73,12,12,65,22.36,29.42,12
6.41,-1.38,46,22,33.48,17.17,51,35.28,10.27,48
79,4.06,57,1.87,36.33,-2.19,-3.98,37,8,18.87
-20,45,8,48,-5.7,-1.4,20,-5.19,36.15,26.39
33.19,-9.16,11,11.8,6.44,-15,58,21,72,32.3
41,17.45,19.82,38,7,-9,66,34.01,16,4
-20,0.41,29.91,76,66,0.93,19.51,-12,37,33.9
23,-15,-19,25.53,43,53,75,25.55,39,28
30,29,17.84,-8,10.9,-5.85,76,45,-8.03,13.75
43,11,69,33.14,22.19,78,33.75,1.43,-5.72,43
51,-2.22,-7.82,51,25.34,7,29.12,27.16,43,66
73,50,35,-10,0.27,20,43,12,-5.44,20.17
-4.02,16,43,5.27,-15,35.88,-1.35,37,-8.56,33
19,17,1.55,62,11.05,79,0,34.14,-7,64
34.49,20.9,13.63,-20,31,13.91,33.93,23.14,15.11,36
25,38.25,50,1,15.78,4.25,29,10.27,6,10
23.35,53,63,-7.63,-4,18,3.91,8.25,-15,-4
24.69,-7.13,-3.72,-5.88,70,23.32,39,41,-7.6,6.76
-2.77,55,18,-9.7,14,54,-5,-8.67,41,27.66
32.89,54,37.9,14.59,-1,34.02,5.37,5.66,-6.46,-5.77
-5,-2.18,22.86,-9.13,-1.16,64,41,4.61,21,13
31.88,-13,33.48,43,43,48,49,34.43,8,16.8
36,31.04,6.71,6,36,-8.1,16.1,53,28,19.83
28.5,-5,49,26.28,54,14.29,-3.01,9,-6,22.34
15.35,-2,72,7.27,49,8,13.9,3.13,25.65,35.4
23,49,2.33,15.68,-15,76,-19,2,-5,33.5
73,21.71,27.35,8.24,29,-2.27,31.26,35.18,31.13,21.72
17.35,-11,12.53,-3.3,-0.76,51,12.77,47,19.31,57
25.41,15.23,33.4,28,25,7.71,-19,-5.62,-4.87,66
-20,15.19,1,30.89,44,68,27.74,21.27,-9.58,20.26
39,2.47,33.87,16,38.82,8,21.92,61,16.25,7
63,0,47,38,43,39,7,0,3.4,29
12.32,68,45,-7.59,29.62,57,16.28,12.97,6.77,25
19,34,45,4,71,-5.34,-1.6,62,47,39
31.99,-2,23.11,-9.91,31,6.36,35.59,38,6.56,78
4,0.1,7.94,19.42,33.09,16.02,27.71,37.93,27.98,70
36.3,32.57,24,37,25.85,23,16.65,-9.26,-11,59
56,33.5,2,54,17.09,-0.6,22.04,33,23.73,10.02
67,42,79,6.83,66,30.98,71,36,65,1.03
-4.99,8.34,27.21,18.14,8.01,27,77,23.73,17.58,19.58
25.93,29,18.36,27.46,26.06,32.05,29.27,-8,34.32,23.31
2.99,-1.37,0,62,61,46,36.16,10.83,24.4,68
22.58,12,8.64,3,-7.66,32,22.74,24.24,25.63,33.22
36,3,-5.64,-4.55,36,14.27,-3,-9.74,22.89,24.33
20,-9.4,-18,7.73,72,35.62,-11,42,-0.98,3.55
-4,73,43,10,16.55,-0.63,19.77,34.2,-2.02,-12
2,-1.19,42,35.24,9,4.02,-9.64,11,40,5
24.72,2.03,73,-10,27.27,69,32.6,40,18,10.68
71,26.81,16.99,28.35,17.99,60,10.22,31,26,6.41
-19,13.42,31.34,31,29,38.84,44,38.06,4.66,27.86
58,-4.34,10,9.42,37.39,-2.61,0,-1.91,1.6,76
9.34,39.49,8.29,31,28,27.59,5,55,78,23.34
37,1.46,16.08,67,22,28,77,28,16.81,17
25.74,1.21,-19,9,77,67,13.41,12,39.78,51
10.92,5,42,-7.36,16,3.68,72,-19,38.9,30.08
67,-2.13,-12,14.73,-6.85,60,17.06,31.14,22.01,-14
