26.22,-0.74,25.74,7,34.86,-11,30.69,20.69,63,25.05
36,9,34,3,-3.56,-0.26,28,27.22,31.54,8.18
11,-5.46,24.25,29.54,23.59,64,29.25,-1.09,68,51
17.05,27.07,29.81,44,55,-5.41,20,16.4,-12,-2
72,25.5,56,37,7.06,-5.37,-18,7.8,18.74,38
16.11,61,-3,29.44,69,20.89,10.99,5.37,31.19,-1
10.82,-2.32,13.71,58,21.87,54,68,-4.55,29.47,2
-3,25.02,28.44,38,64,27.63,33.53,6.15,16.66,12
22.99,-20,39.56,42,20.74,-3,-1.22,-3,12.06,25
70,11.05,6.92,34.42,35.92,39,1.01,25.74,4,68
-19,29.87,31.93,36,14,39,28,34.9,11,4.62
27,-2,1.06,25.69,-16,15.51,-4,8,56,37.12
13.14,17,38.67,14.73,11,37.54,4,12,40,65
37,17.51,3.83,19.78,-1,33,25.49,41,-18,-2.13
68,48,11.77,10.29,52,15,-1,47,3,36
16.74,-1.77,76,2.35,43,21.16,24.86,19,62,19.04
56,32.9,3.58,7.08,8.33,10,31.83,22,-0.26,56
1,-1,34.77,3.46,32.88,21,26.38,28.54,3,31.37
32.67,11.21,-14,10,17.28,38.11,42,36.86,-7.09,22.56
18.22,20.14,64,29.94,22.82,26.74,5,55,-6.52,48
-12,9.92,-9,35.96,19,37,-8.12,20.77,41,16
-6.15,50,26,27.13,15.52,79,78,-2.8,38.68,38.18
6.65,42,51,-17,1,9,13,30,39,75
-8,-12,26.44,0,23,78,21.28,59,72,-14
6,54,33.97,31,-2.39,51,27.03,30.76,-0.27,-3.07
27.29,26,3,58,57,-2.17,35.45,76,34,-3
31,-10,15.95,48,4.04,39.36,31,26.51,-15,3.61
24.86,-6.12,20.65,19.04,9.74,16.83,-16,31.46,8.01,6.96
20,-10,8.18,64,20.65,52,11.94,21.63,24.98,40
15.74,2.19,-17,20.55,-11,2.49,29,59,16.83,79
0.72,53,-10,-7.7,62,6,69,-11,66,44
12,78,-18,57,9.55,9.33,17.57,-18,71,79
60,12.78,5.36,8.07,6.54,63,50,14.85,-2.54,-8.99
-3.62,26.82,3.18,-6.85,42,23.06,-9,-0.74,-19,14.44
24,58,67,8.35,36,3,10.94,38.48,45,-5.44
7.72,29,42,30,6,2.81,-8.37,-7,-5,26.71
76,19.55,36,-2,54,-1,24.81,7.58,-11,-20
35,-3,20.33,-2.89,-4.66,50,61,18.27,-7.52,31.9
79,6,27,-9.32,0.82,5,41,-11,15.14,-2.07
5,5,38.15,15.28,58,24.96,13.32,-5,28,5
34.96,30,-6.37,-19,13,56,23,68,16.83,16.06
1.4,33.69,-2.44,2.46,22,13,-6.48,-1.65,-18,29.89
51,17.16,22.75,8,-13,71,5,45,17,70
35.72,-2,-4.67,26.14,71,61,1,15,19,75
3,42,72,1.76,43,30.16,-3,33.2,64,40
-1.04,42,-8.06,23.52,15.44,24,-1.27,38.4,-12,11
-20,29,22.96,32.58,5.82,36.28,33.82,40,-11,66
-8.49,12.73,22,18,17.27,24.94,-5,24,11.63,3.34
23.51,15.56,17,6.54,33,18.88,42,13,17.57,4
9.75,30,31.68,26,2.81,33.52,4.58,31.65,-19,46
-14,22.65,21.82,-7.82,8.52,-15,22.36,50,79,79
33.81,26.82,30.94,49,66,31,0,75,79,12.37
