110,-12.58,73,8.49,29.16,32,65.92,-19,51.55,7,121,-19,135,19.57,-19,43,-38,65.26,140,60.97,-49,-20.38,-19,100,78
96,97,51,116,29,63,25,59,37,77,52,-2,129,10,52.27,-36,-19.87,104,148,122,-4.33,-22,51,-33,-11.35
-22,73.61,-24,-22,-4.73,11.62,-10,11,-2,-13.01,48.88,31,143,117,100,8.21,-11.21,-13.59,64.85,8.46,139,41.93,79,-14,19.82
21.16,4.33,130,131,11.25,117,33.07,60.58,68,73,-24.54,-8.17,120,112,40,45,74,60.7,69.16,-31,54.03,40.6,3.04,2.68,129
65.7,-13,37,10.49,52,116,25,-39,28,15.06,76,127,-22.54,123,35.16,33.1,19.93,114,25,22.15,31,98,-22.43,-10,56.77
39.5,62.44,-1.58,-39,-21,30,11,41,7.03,5,51,11.66,31.84,66.98,-46,28.17,136,-39,133,-5.12,26,-6.78,-15,62.93,21
-13.24,1.14,-40,-40,21.67,63.61,6.23,25,1,119,13.17,-8.97,-31,69.69,11.57,121,76,55.52,66,-33,23.41,71.08,-31,37.66,66
24.5,148,63,25,2.14,52,-23.46,9.8,-16,6.94,58.09,-11.67,3,133,-13.64,-15.8,72.5,-11.69,-16,1,-2,54.58,22.41,50,146
-3.69,32,-5.33,28,-50,59,2.97,32,56.13,41,-22.81,47,23.86,-2,-5.75,4.25,96,35.16,63.91,-23,14.23,53,34.15,53.19,-14.57
83,59,15,47.9,45,8,77,118,67.89,65.54,-1,29,13.28,67,43.77,25,66.06,30,-13,69,19,-24,-20.01,-34,-41
47,-38,124,31.18,-23,-6.75,-26,30.7,51,-46,-9,42,4.73,128,-16.95,-16,34,6,88,23.98,120,34.13,1,-10,-12.53
43.14,-7.47,16,110,50.2,-16,23.6,-6.68,42,59,45.42,33.82,10.75,106,46.66,4,117,64.34,-29,23.22,51,-21.85,65.26,39.51,138
-12.49,61,-6.29,-9.15,14,8.79,11,75,-7,36.91,20.21,67,46,1.77,-6.67,66,-11.52,132,27.04,140,64.11,114,2,78,42
69,9,24.35,39,-25,24.59,-33,134,51.27,3.61,102,11,83,4,-8,-14.68,112,33,29.9,-21,46,37,25,-24,44
-9.11,19.14,53.71,-3,93,-37,4,-6.86,45.35,55,66,-7.42,10,50.87,-6.59,9,-2.89,25.36,30.96,98,-35,82,130,63.49,53.57
46,-24.04,-29,134,57,-0.71,-7.15,66.07,-26,122,-13,91,27,42,-24,1,-41,-9.46,-25,7.64,100,-31,52.02,123,-8.42
21.77,54,-35,-32,15,101,44.09,-45,26,44,38,100,26,-21,11.69,1.48,33,16,64.15,20.64,15,86,47,58.54,40.48
64,121,53.09,114,43.01,126,21.44,23.92,33,126,22.21,-10.19,60,24,39.9,11,107,56,74,44.37,-23.94,-22,60,-23.58,56.4
-4.94,15,132,-12.02,9,30,60.31,9,69.45,142,0.43,-6.08,36,98,121,54,37.05,59,50,63,139,114,31.53,40.8,-16.97
13.68,55.07,63,47,-20,-1,50.69,66.5,52.72,60.49,-42,-22.25,116,42,123,-14.2,-15,69,-37,30,-7.51,124,-17,126,-44
80,-38,77,7,11,5.71,141,12,-39,78,33.72,-20.31,12.79,66,39,67,-17.96,18.47,141,102,73,-45,143,22.22,-39
119,102,30,59,-12,-17.38,60.85,77,-44,16,145,-32,33.77,19.11,64,8,58.07,65.23,-39,-24,143,42.38,85,10.03,118
114,-9.99,25.68,71,-17,-7.84,-18.34,32.13,29,45,7,149,2.84,-38,-48,72.59,-16,-20.71,-15,52.33,68.7,-10.23,21.13,73.4,147
-14.33,10,-49,29,139,19,15,-25,43.26,20.77,32.46,52.78,-19.81,25.68,11,-8,24.19,128,-3.05,64,5,50,-4,12.18,44
66.27,12.4,52,66,69,-10.41,77,145,58.72,59,37,-44,43.25,57,5,10.3,-12.65,48,43.01,13.88,6,5.71,36.96,-6.37,-1
114,69.72,42,63.88,77,44.26,50.99,69,-0.04,-15.54,-24.97,112,7.48,38.9,4,18.08,-34,31.11,132,-45,77,138,-7,112,1.25
35.54,64,43,34.99,58,70,1.45,120,-23.59,-17,39,0.52,56,83,43,96,92,48.24,39.93,-6.73,53.1,107,19.73,75,9.3
29,-0.16,54.99,68,67.18,67,49,138,42,41.95,118,9.9,146,89,117,57.69,10,127,69,-46,-18,29,93,147,41.69
