-44,64,124,61.16,42,9.88,-30,-18.05,149,53,46.62,11.19,58.6,99,66
-11.98,-20.37,4,105,20,96,-3.45,1,-22,70.15,-20.64,37.92,-12,-16.5,93
126,18,59.27,-40,51.28,49,116,-29,113,-37,36.99,62,7.78,148,-6.84
45,75,102,22.39,52.81,-13.69,6,-30,34.85,38,53,-26,54,-45,131
26,-12.56,-8,29,-12,40,82,12.1,131,12.07,-33,-1.9,-20.52,34.52,55.28
2.12,45.95,131,-39,0,136,50.1,-12.98,4.98,54,7.07,-9.14,104,149,65
18,20.18,41,43,86,45.09,40.64,-32,-38,44.25,118,31.38,-32,72,37
149,39.5,30,-50,132,63.14,57,14.97,113,-49,11,47,43,12.94,53.05
131,9,33.63,35.41,52.34,41.59,19.99,-22.78,58.27,75,57.67,63,54.67,37.85,-45
52.98,-20.61,-5,-17,74.44,-7.44,16.3,10.07,96,6,24.63,93,-3.61,14.43,-30
44.98,32.21,-15.16,5.31,-18.41,15.89,49.29,-7.34,70,71.69,18.6,39.47,38,2,138
-16.41,34.39,53,60,5,7,127,-31,48,44,-5.22,83,70,-20,-9.71
101,13,81,-50,50.97,106,-13.39,21.92,7.67,125,-11,-28,134,67.03,-21
-6,147,12.03,84,64,48,-6.17,-14.05,21,-17.81,143,6,42,137,20
138,-43,65.63,36.5,54.86,-22,-9,58,60.61,48.16,29.99,86,15.37,37,66
37,49.83,-3,24.79,42.83,-34,12.98,-15.71,16.87,64.08,45,-50,-13.63,10,33.58
55,21.27,-22.2,43.13,43,19,-17,0.69,112,-26,2.3,38,146,31.02,115
65,103,38.82,32.17,35.77,81,50.92,34.03,29,6.81,-36,0.42,-2.89,58,-27
122,25,21.83,31.21,-22.74,52,41.48,40.18,104,6,134,73.47,-10.66,48.09,-18.44
90,60.82,62.3,-30,4.42,49,-16,42,35,-23,126,132,-13,-5.34,2.9
62.18,-12,0.93,-16.49,-8.78,137,-31,12,-24,63,34,29.28,144,-16.03,145
94,-9.33,111,59,66,135,-15.46,66,79,-11.01,-35,100,6.39,-13,-24
5,34.93,56,66,66.18,74.46,13,134,63.16,-46,43.89,-23.34,52,-7,34.4
64.74,35.07,6.91,-34,36,-20,23,51.56,46,18.99,-12,76,138,134,79
54,10.53,29.89,-32,24,-25,21,61,70,78,23.36,-16.85,121,42.46,-19.23
53.28,19,106,62,82,-19.3,65.88,-2,-13.87,3.43,42,5.81,137,11,28
-5.03,89,52.14,28,61.59,112,10.86,87,75,34,35,85,-10.98,61.42,-49
73.42,44,121,53.87,-29,27.75,61,40.83,-25,10.52,33,45.53,13.52,-1.39,126
-36,20.47,56,43.76,-46,-15.4,100,-21,83,92,44.79,90,139,137,49
2.01,18,92,-25,44.19,-7.97,-37,10.5,46.86,68,32.46,15.19,59.91,32.85,47
-31,-11.72,18.45,99,52.23,50.02,63,-2.91,113,23.58,-32,26,36.72,84,53
124,97,86,-47,108,27.31,96,19.02,67,-43,33.6,-50,-16.49,5.72,141
-29,77,-33,5.61,-9,0,133,-29,27.7,60.06,19,77,49,135,123
50,-22,56.91,67.7,-6.84,15.36,126,41,35,63.63,23,36,-5.07,-49,36
39.81,-36,32.04,23.42,-15,66.51,-7.79,-6.69,48,-15.99,4,-13.56,23.44,29,74.45
21.96,-41,-1,21.27,36.54,111,0,54.51,17.45,31,110,-43,57,-39,24
0.91,5,5,136,24,67,-1,46.48,51,67.32,5,3,-17.54,133,123
-7,33.44,-31,16,65,112,106,42.42,141,-30,31.26,61,26.26,-14.96,-48
68.69,5.59,-40,42.67,-39,56.73,45.68,7,22,43.1,123,-42,72.63,-20,1
39,84,15,-2,28.84,84,0,-23.85,-30,-6.07,68.97,-2,-49,60.1,91
41.91,67.22,116,65.8,-23.47,2.41,-5,89,57,56.6,-37,-28,64,-17,-9
61.86,134,143,92,19.95,42.5,64.21,35.56,41,-21.48,26.26,-49,17.64,-24.4,93
43.45,42.49,-45,10.03,43.93,-22,72.75,63,59.45,64.91,45,3.1,60,31.31,-13.18
22,118,-21.23,41.67,131,-23,35.45,105,124,129,-33,81,58,148,74.98
103,18,28,-4.39,141,114,146,61.71,123,5.31,57,44.71,39.38,70.29,145
106,123,53.32,-6,27.05,94,7.94,6,-48,-48,13,69.54,13.28,139,-19.32
130,68.1,38,-3,-11,93,-34,-11.84,30,49,106,116,21,4.82,-26
40,134,39,65.99,77,26,-40,19.1,-19,-5,34.99,59.31,19,125,44
51.12,-17,70.78,-17,25,54.63,88,147,71,10.92,40,67.04,13,-22.11,33.65
-5,-9.22,143,-13,49.24,63,103,38.06,49,47.39,-31,62,128,9.71,14.36
-16.13,-11,-10.44,26.23,145,2.13,12.07,-28,-13,1.86,23,92,19.32,133,-17.55
113,67.7,100,146,130,-48,102,-26,134,13,-13.24,14.39,0.96,37.25,123
72,13,-3.62,23.84,30,19.21,144,6,6.6,-27,24.86,68,130,28,-0.71
110,-33,109,74.05,57.06,74.26,15,-37,-12.4,65,135,71.24,70,53,39.17
-0.23,-14.69,-24.94,41.81,35.52,93,80,43.89,111,30.1,-25,23.36,81,114,-5.12
6,39.77,69,97,17.05,113,27.21,-25,-15.2,86,-46,14.97,-22.3,-44,64
85,1.5,8.85,42.5,-4,140,113,8,23.37,-20.43,0.29,64.59,53.58,17.48,120
46.4,40.97,61,101,-35,30.09,56.46,-15,89,24.19,43,68.98,-16,-2,16
73.71,-23,69.4,11.09,-8.71,44.65,41.15,31.55,0,3.95,92,73.26,15.04,131,-2
-45,60.23,145,-8,36.03,106,-6,69.36,57.14,53.81,102,-12.61,79,-11.07,35.68
-9,-5,22.61,37.88,-7.72,37.08,26.63,54.93,95,46.55,20,56.16,42,44.22,126
110,65.26,123,57.32,-45,-3,30.91,144,-11,93,22,75,-34,-16.97,-12.84
73.01,-5,52.66,135,52,114,81,5,53.34,-15.46,55.92,116,31,44.73,-40
82,16.94,88,-9,31,130,48,16,36.99,19,149,40.45,143,61,19.29
89,-35,-3,8.81,57,44.04,13.68,29.17,48,-33,31.52,38.48,13,77,145
48.39,42.89,54.29,33.21,-12,6.21,49.43,74.77,37,-19,73.34,-32,83,63.23,130
52,13.47,133,74,26,6.44,36.39,-20.87,31,-46,33.39,78,-12.54,-33,59
-2,28.03,137,98,61.15,31.34,13,71.04,108,61,-0.27,103,49,140,-10.47
45,-1,6.83,47,76,-10,28,66,142,41,-24.97,102,73.03,-36,106
57,99,82,35,59.52,23,-17,127,39,13.02,70.47,113,64.79,-14,52.18
-43,20.59,52.11,15.67,-17.8,91,30.27,48,1.9,103,71.52,44,143,66,15
-8,25.05,8,-49,48,-16.74,21.72,-16.17,2.93,58.25,32.6,112,57.51,2,97
0,39,130,67.55,-11.13,105,24.06,32.12,16.62,42.14,63,52,37,-13.96,53.19
-45,13,-23.05,51,72.38,36.06,-0.22,133,45,-10.53,85,64,26,-8,-3
7,-24.97,69,-11,19.24,-44,139,39.85,45.74,-31,81,85,-9,32,14.27
46.86,73,-5,117,22.54,31.95,13,124,58.03,80,1,135,-34,-4.23,2
29.83,8.89,21,29,125,43,-43,25,-31,13.6,44.29,-40,10.31,134,45
0,-42,-30,92,132,122,123,11,21.15,-2.79,-8,138,39.36,-12.88,8.41
15,-14.02,123,117,21.5,-26,-14,57.57,21,73.79,36,23.03,-33,91,-23.34
84,-11,28,87,-12.81,9.76,-15.22,12.84,114,137,129,10,20.35,88,9
-17.33,9.46,-16.77,19,19,62.25,77,51,143,-20.04,115,47,52,8,-47
69,-14.34,-21.11,22,13.91,60.88,27,149,-11.46,67,109,-5,-13.85,-18,102
50,-4.28,85,41.4,93,30.69,149,7.98,11.19,116,-10,-35,25.25,110,142
91,73,131,30,73,100,63,48.42,-8.85,64,6,-42,79,-0.32,11
45,111,16.48,-16,138,1.97,-46,13.32,31.76,13,13,22,74,35,19
140,55.78,41,-6.38,74.03,62,34,-36,23.54,46.05,7.08,-49,33,131,49.9
71.16,67.47,28.45,147,11.36,71.11,13.42,48.45,1.52,127,93,53.03,-5.83,-2.76,22
-34,106,29,-50,-28,94,117,0.72,63.38,6,11.39,-40,9,94,35
47.65,63.89,22,87,76,34,29,70.24,33.87,72.79,26.54,-20.74,132,23.42,36
18.92,72,31,-34,72,6.34,31.5,40.34,-24,-35,124,39.48,-19.48,14.67,6.84
40.82,-34,40,-8.06,-14,-13,-37,4.26,35,-16.27,18,63.35,47,-15.29,40.81
46.02,-9.42,-28,-11.39,18.97,25,56,42.22,-16.95,61.91,127,120,57,62.42,-12
53,-18.05,-2.88,38,-19,4.01,22.43,-39,142,-48,-14.9,25.39,53.28,-0.64,146
25,1,27,-28,-2,-2,54,-6.65,120,1,31,47,-5.83,50.62,55
45.87,8,-25,67,28,48,23.09,-27,96,92,73,19,106,11.46,109
45,1.07,6.12,71,92,-25,65.57,87,16,54,9,-42,81,45,-7.68
118,49,35,5.84,43,-5,-37,111,29.36,19.69,-3,112,15.61,3.39,67
-9,98,47,7,-9.94,60.13,45,64,15.35,114,12.39,45.27,14.88,21.63,3
7,-14.8,-15,109,33,-12.88,146,70,63.28,141,60.88,-8.13,2,37,32.84
