45,67,10.75,4.46,65,-6,21,29,28.17,26
34,39,58,16.61,7.55,16.38,31,-6,11,-1.87
3.35,43,-7,56,-10,49,35,61,37.73,61
-15,13.21,33,17.15,-6.14,9,9.64,48,33,13
-7,-17,12,-6.57,30,34.86,71,21,49,9.65
18,67,34,-7,-7.63,-7,13,33.02,-8.32,-19
13,74,24.24,65,20.74,39.43,32.61,1,78,1.45
2.99,73,18.67,46,32,0.09,36.64,38,-1.13,-4.7
22.7,-7.68,0.3,-1,-9,62,26,-4.77,77,22.7
62,-20,39,54,8.3,75,12,36.57,64,18.63
13,13,-14,14,5,61,36.95,-4.64,35.4,5.43
40,7,-2.35,19.78,31,20.29,70,-10,-4,28.87
-10,69,5.09,-17,10.85,39.49,22.66,14.57,22.54,17
27.26,29,-3,76,18.74,28.83,60,14.78,20.65,68
8.46,24.39,14.92,33.02,1,7.68,-9.38,14.53,60,39.27
11.55,18.74,6.79,31.54,14.83,49,2.48,22,4,52
11.43,31.3,-1.06,79,2,46,17.33,29,-14,17
1,-18,22.75,31,8.88,23,79,-13,25,32.94
9.64,15,47,40,1.96,76,17.55,31.49,54,33.28
29.29,13,-9,30.61,9.05,-6.82,-7,11.14,39.05,29.88
35.27,8.06,12,19,8,36.76,-10,59,-8.97,28
-17,-9.66,33,-11,29,19.12,31.39,-18,67,67
-7.03,32.22,78,34.55,-5.3,12.31,-14,14.68,19.25,20
-15,-0.96,75,10,36.08,-3.98,56,-19,16,72
15.67,41,17.9,61,-2.99,0.93,-1.03,79,72,24
69,16.85,12,6.84,-0.27,2.39,19.82,-16,20.43,-20
75,4.22,-6.21,-1,71,69,8,34.8,15,56
-1,68,58,36.72,-2.14,17.48,-6,7.58,30,49
37,42,33,-7.59,3.92,18.96,79,59,35.71,-7
20.66,18.45,58,3.74,42,37.5,7.89,-11,38.05,26.22
40,68,20.29,32.9,33.08,36,70,-17,45,14.79
67,38.41,-2.41,14.85,20.35,27.93,38,33.46,21,32.84
61,14.35,45,71,30.51,16,38,14.08,46,-3.74
35.03,37,11.53,-9.14,56,31,-8,-14,-8.03,25.22
-13,-5.71,16,7.25,7,66,67,4,32.18,28.53
25.49,-13,33.73,70,78,3.66,19.62,13,-4.02,18.4
76,68,-6,3,38.6,49,20.02,4,-5,27.09
51,37.47,21.49,28,22,13,10.26,34.73,-7,35.64
7.46,7.6,0,30,59,16,21.54,33,12.1,34
24.5,55,12.61,-4.64,58,23,10,19.41,37,-6.22
16,31.34,28.37,29.79,21.47,1,10,54,66,-9
73,53,20.61,1.89,43,73,7.02,38.11,-4.5,35.53
30,36.46,27.71,39.18,35.29,56,36.64,35.57,21,57
13.87,-0.5,22,-1,6.8,-11,51,62,4,39
28,36,-1,30.51,28.77,-20,-16,1.79,-20,11
35.95,47,9.62,31.78,11,-20,24.42,31.48,60,52
31.48,7.25,-3,-20,12.09,10.91,49,15,34.67,-10
27.43,34,12,61,5.03,13.53,25.55,19.61,-7.08,9.18
5.63,51,28.44,-5,35.44,72,10,28,4.9,7.76
-4.23,18.07,34,-0.81,4,-5,17,74,4,18.96
30,1,31.93,38.26,59,-1.51,37.1,2.53,9,33
71,52,29,-7.43,21,-20,17.58,10,-6.86,19
-5,47,-5.51,35.04,-3.26,31.14,74,59,43,63
-5.45,66,30.63,36,-17,-8.17,38.73,-4.35,3.29,38.89
-4,-4,61,38,-6.39,1.26,62,72,77,31.31
-3.21,27,15,2,-5,33.18,21,20,-19,52
-6.69,32.57,-1.96,51,18.04,-16,6,11.68,38.27,27.64
46,8.67,15.67,38,30.74,-1.84,0,58,45,8
-6.38,-6,50,-8.94,23.55,44,6,39,12.57,37
4,26.3,41,-6.19,7.37,38,27.54,21.16,69,22.71
60,30,14.66,1,-7,-16,20.63,60,18,8.81
-7.84,43,-1.21,4.13,30.96,31,21,22.32,69,-3
22,18.92,45,36.68,39.75,25.69,22.19,52,-11,-7.24
-18,-2.96,33.54,5.4,71,12.5,30,-3,26,23.54
30,28,29.17,34,70,29,36.32,70,61,16.84
15.2,-6.57,21.83,21.16,-3,28.4,2.79,-9.74,18.25,-7.06
14,59,-9,2.27,-16,10.77,1.71,9.54,8,71
6.92,7.4,74,-12,9.86,8,44,53,70,2.46
29,78,17.38,9.83,19.11,11,4,11.33,4.02,74
24.74,-17,76,2.82,-9.97,36.52,64,-6,-9,0
58,0.93,16.53,33.22,2,11.14,23.3,36.15,67,38
49,-4,66,-2.56,27.34,4.53,79,34.84,-17,34.71
11,22.39,55,7.08,24.28,69,17.96,38,13,11
-10,14.35,-10,29,21,17.06,34.75,-7,29,60
-9.98,13.66,-19,11.72,22,30,17,39.59,-1.62,3
28.36,20.88,23.44,-7,-16,41,29.84,5.01,11.02,29.96
51,61,17.22,4.49,49,66,2,41,-0.63,32.97
21.21,-6.11,35.07,71,55,28,67,78,28,45
8,44,19,53,-18,75,8,0,35,-5
35.82,62,14,41,7.46,14.45,35.87,36.48,60,-16
4,4.54,68,-4.99,-0.74,10,32.45,-8.29,37,70
6,28,-6.26,33,1.27,43,-20,4.75,-19,-20
-17,7.67,17.99,3,25.17,13,-6.77,-16,69,1.59
66,4.91,25.34,0,16.2,55,6.87,15.09,18,27
18.78,38,33,40,39,-5,-14,44,0,-4.35
-6,-20,41,9.42,-8.89,36.89,4,5,15.59,6
27.63,24.55,-4.61,8,50,2,22.96,-17,17.72,3.86
62,29.49,6.47,22.12,16.99,17,21.62,39.75,63,1
15,9.35,46,18,13.86,76,-5.55,57,59,4.89
-4,-13,33.25,19.76,30,34.15,22.38,1.1,59,2.51
57,28.99,-8.65,46,74,12,-5,-12,15.99,16.3
34,-3,29.66,11,19,16.89,42,73,34.51,35
5,39.41,6.3,19,8,53,29,-14,-16,41
18.41,57,-6,38.29,70,52,64,-3.83,66,11
14.11,39,23.07,32,-4,26.6,28.76,-8,77,23
5,24.53,12.99,-13,9.67,3,27,10.01,-20,62
17,29.77,35.12,12.38,32,39.98,64,44,33.24,3.52
0,0.51,-17,-8,3,34.96,14,-7.2,42,16.44
39.57,60,-2.03,24.89,28,11.14,65,-1,3.11,54
39.88,-3,-17,75,32.07,62,-11,57,53,4
20,35,70,2,66,-3,72,53,9.32,-4.85
4.34,44,75,38,32.03,6,70,11.31,74,22.72
-15,69,31.39,-5,14.35,18.47,25.57,63,67,0
22.3,-8.2,62,78,15.81,-7.36,6.58,65,14,14.73
-19,-2,36.9,19.99,-7.29,24.64,-8.43,-2.64,7.7,10
19.44,11.78,16,4.85,25,0.42,49,38.41,12.03,29.46
25,12.97,12,1.59,-6.8,28.4,25.66,-2.96,58,-6.21
8,30,-11,68,-6.35,6,19.64,35,21,25
59,29.79,22.67,21,7.63,20.71,50,33,24,5.42
-9.52,4.27,78,53,4.69,25.47,38,29,-8.93,5
27.74,41,31.22,25.36,-12,29.19,30.56,78,37.02,-0.1
-1.18,41,20.73,32.76,-18,37.77,33.1,9,36,-7
1.88,5.41,78,20.95,-0.6,-1.68,2.87,23,35,5.3
70,-19,28,12.32,1.65,67,40,25,72,16
-8,34.22,32,16,17,1,52,42,-9,-7.29
17.03,77,39.76,33.48,35,35.72,35.26,28.94,25.2,14
20,21.32,30,23.49,37.68,23.68,20.55,31.27,25,24.06
73,-7.86,14.24,32.37,33.22,72,11.73,-7.59,-8.63,47
-11,35,71,-4.72,20.24,-6.41,26.89,16,-15,-20
29,-6.77,-1,-1.29,7.96,33.18,1.66,28,28,38.75
28.34,38.62,14.87,14.86,65,-1,44,36,27.73,-2
10,30.31,-1.85,14.97,30,28.16,22.33,21.08,9,-8
23,-17,31,20.35,40,35.33,15,-10,-8,10.74
