100.9424,67.397,-11.7867,-12.2371,127.912,34.3127,66.6174,-8.0027
102.7813,26.4029,58.2153,92.4867,96.4513,43.0004,9.4669,88.2883
-22.877,37.57,121.0483,-5.8233,146.7876,-33.6318,49.1579,-48.4848
94.8326,122.5801,-13.7787,57.9964,63.0669,2.0521,17.9903,4.9081
41.718,-22.8617,46.4377,-7.0306,73.3667,137.0016,72.8335,11.212
-34.7531,61.2171,128.3247,-0.2872,11.9925,129.9153,147.0409,-25.0267
9.2133,45.7057,-47.37,54.3906,-22.5525,145.2899,100.5926,123.6462
-25.8765,117.2577,109.5671,-18.5303,45.1215,3.7566,-7.6848,136.3489
-0.1615,0.9111,41.362,-20.1338,114.8777,75.6484,-25.4979,-37.0555
-4.6656,116.4457,-39.4127,89.0624,80.5386,21.8123,97.5766,98.8934
86.3467,-17.1189,-30.6755,90.317,34.5255,-49.241,47.8888,76.5681
77.5738,-2.7896,-4.0086,127.2712,77.2539,6.734,0.7204,140.0565
66.8897,37.3456,11.1647,96.4772,5.3366,23.5523,33.5453,67.788
-17.7594,82.8458,40.6326,-3.882,45.2453,97.0767,112.6425,-27.1315
29.8306,98.2832,39.4476,140.2521,58.5211,99.0309,114.9912,-28.7824
29.8796,-48.789,84.5906,113.6594,47.5755,106.8775,78.0125,-2.6271
48.9948,124.8983,120.242,-40.794,36.1897,56.3724,-30.447,-28.0715
110.8507,66.9322,6.6756,64.6493,130.2769,-19.2468,-19.5382,-5.9485
86.3534,33.1004,20.6036,16.893,125.0381,-30.4062,88.4996,23.7022
-42.6235,43.5911,48.7472,115.9336,111.3618,-42.1793,35.0969,96.6061
81.685,13.6734,138.7926,-16.3245,111.8514,23.7432,33.7231,-5.2237
-14.5018,63.1294,-1.3293,52.0226,112.4426,5.4797,26.0984,15.6352
69.1902,53.3865,79.2892,10.4341,113.8553,73.1559,112.4476,37.9587
-19.8508,83.0486,-0.6435,145.2348,120.9156,96.8215,78.1895,83.2592
121.8957,64.1757,-23.4841,85.2966,47.6534,-46.0039,123.2434,106.6569
142.855,22.8154,89.5091,9.2924,-48.0631,123.0745,116.5362,67.6053
100.0781,116.4952,134.981,64.6842,80.8059,-40.2372,-30.3999,54.0688
118.4226,111.7763,33.9623,65.64,-23.1419,101.3244,75.1143,12.2223
40.1158,111.3879,95.3486,109.5611,102.1249,-32.7274,65.0252,102.3635
91.7836,-45.9967,135.4866,48.7519,42.4585,133.9538,37.5525,-16.9683
49.9994,88.0698,66.2247,108.9792,-32.5584,10.558,-30.3551,-33.9274
145.3334,-14.2669,130.5687,57.973,-49.0958,76.3646,46.8921,99.8531
40.5354,-36.7293,-41.781,-9.2109,98.2391,-14.9569,44.9335,64.552
83.0979,34.9016,16.2116,-47.2735,112.9878,33.7091,58.1839,143.0904
108.2699,75.7663,-38.3588,5.2938,65.3341,99.5477,147.6326,-37.521
119.2184,-45.7934,117.938,61.6607,64.6612,88.7518,62.8579,149.6837
-15.112,-13.7582,-32.2659,1.456,104.2217,-5.3934,113.1493,87.7082
-28.9764,120.6352,78.9105,106.3207,-49.5874,146.8498,97.631,-14.9503
19.6269,2.0961,-6.7056,74.0366,54.8118,-5.9977,20.527,49.1341
62.7392,94.058,76.9792,36.1855,136.8596,-46.1235,118.5534,131.7117
-41.8445,108.4549,22.6477,99.5888,149.9818,101.9019,92.6939,-1.035
115.4294,21.5269,26.9549,-3.9517,-43.3682,113.1872,46.5105,29.9397
45.1001,99.0873,82.3476,108.3154,127.3342,-42.6261,-26.1536,21.2716
69.5431,9.7543,29.8409,-48.8008,142.4944,118.6745,18.6591,18.12
71.6916,64.3875,-8.5159,120.0259,28.5557,119.0272,-2.8493,14.704
-33.5116,98.9933,2.1839,120.8427,141.8946,98.9994,15.3429,98.0033
147.5106,-29.4044,62.6275,110.8636,43.7119,37.6895,123.9158,131.665
-1.9986,94.7205,121.9819,24.7611,79.7753,115.5379,79.5126,141.4165
-38.8413,118.3486,27.5764,15.3542,75.4015,50.9216,71.1347,55.5855
33.2914,18.7405,-43.1302,-39.3071,106.154,-29.3964,-4.2511,139.9595
137.3142,-37.5045,128.9769,149.5129,113.6189,-13.5937,-42.8411,144.9061
53.5494,-33.5707,130.2059,38.0152,129.3128,131.1848,74.9698,137.9685
61.0367,31.0182,-19.5547,-29.6898,46.2788,11.8619,138.6427,92.0739
-12.5319,39.8277,133.9121,-16.893,-28.6466,6.025,-18.0724,42.2458
106.2765,-17.3747,92.914,36.4793,-10.8161,8.8079,47.8927,129.8463
