78,41,-21.62,45.46,138,-42,140,48.49
3.56,45,49,38,8,32,139,19.46
29,-18.15,138,-37,131,63,-18.87,1
3,135,11,9.54,-43,40.06,54,110
-20.17,45.88,68.45,65.42,61.66,135,128,40.03
72,16.3,52.77,-50,16,104,135,80
104,44,-45,68,40,-23,58.51,69.57
72.08,105,68,102,4.09,-23.4,-44,142
135,91,41,-3.55,113,24.67,10,4
-3,46.64,16.99,-9.6,9.4,62,-5,45
14.42,-28,36.72,26.97,-10.35,-24.29,39.58,45.38
-29,55,103,121,14.87,6,-7.23,-14
-36,-48,12.09,92,105,44,79,62
146,10.62,-7.61,55,-4,24.02,90,36.2
4.46,43.59,59,59.42,59.85,-20,-9,-2
131,73,44.87,-16.8,27,58,55.51,104
38.23,2,-40,106,69.07,-0.08,-13.17,-25
96,86,41,10.62,-3,77,34.14,56.79
53.38,33.89,142,-19.9,58.86,73.25,120,18.37
5,-13,6,87,37.58,24,92,-46
45,-29,78,49.47,49.99,64,67,25.85
-23.22,77,67,3.7,52.05,36,23,5
25,132,116,-20,43.02,114,28.3,5
110,-3,-44,-31,97,97,-18,-9.07
52,39,15.46,-2.43,-48,3.48,-22,10
63,22,48,64,98,-14,119,-14.84
119,45.18,-14,25.63,36.1,4.35,60.53,107
100,137,14.9,37,145,95,43,-46
27.13,41,84,12.85,9,-9,4,-25
10.75,-9,97,147,28.97,-44,108,94
-23.47,4.69,54.45,39.81,69,45.92,-12.6,74.35
53.29,-26,58,58.28,83,36.96,62,74.76
17,-20,18.25,69,-18.69,93,73.82,39.77
-42,12,56.05,2,28,89,137,94
59,46,-31,-37,53,36,-0.29,-1.23
70.14,-11,57.57,82,-41,6.4,103,-24.77
74,140,-19.44,137,10,48.92,5.66,19
19,93,25,101,106,135,116,-45
65,8.83,1.18,121,-24,68,82,110
42.72,40.12,3.78,-4,54,55.43,92,90
36,54,-26,9.75,116,-13,67,-17
106,67.85,44.09,68.76,55,127,23,47
-17.64,114,71,136,59,7.05,-8.23,41.77
44.29,12.79,11.25,1.98,25.48,12,59.46,-30
10.81,11,28,55,111,-5,35,62.58
21.95,-14.44,8.47,78,31.59,93,1,38.18
64.65,10.62,136,87,-10.03,29.82,21,46
62,121,28.56,14,73.7,6.7,94,51.38
-24,-7.66,101,60,6.85,46.3,-17.95,-4.75
-2,139,13.84,-26,-24,18,11,-48
53.99,-19,-13,-3.43,68.58,31,56,-2.62
18,26,11.9,50.11,-3.32,17,4,45.24
-39,86,-41,74,46,63,124,66.81
65,-22.46,-4.97,32.12,61.53,30.53,-5.63,122
71.6,-33,-6.06,60.44,122,90,0.97,-8.56
44.25,-43,54.99,17,131,33,126,-15.15
-47,57.94,15,2.24,9,16,11,-8
68,98,-6.36,19,80,93,12,68
10,69.14,-8.86,15,22.24,41,2.74,-34
119,23,30,-49,24.85,50.49,98,51
-41,135,136,14.18,33.48,91,35.04,47
113,43.47,-2.59,-49,71,55.71,29.9,-10.21
136,-3.64,-13,98,142,-25,103,125
148,52.08,-17.1,89,-17,69,46.04,32
-30,126,70.25,59,-6,98,-42,142
57.35,119,55,-31,136,1.49,121,56
-15.22,74,55.96,20.05,114,8,119,141
33,-4.81,1.88,7.19,17,-3.53,-43,59.45
133,25,-16,50.98,119,143,31.35,16.59
72,-14.1,58.71,7.42,9,14.39,-33,64.22
43.26,71,82,-24.12,72.49,46.36,52.46,34
133,23.18,46,66,144,-23.78,-11,13.64
-37,46,13,49.85,4.99,117,-1.93,110
58,57.72,-5.04,147,-3.52,17.12,74,56.75
31.87,-9.78,126,74.51,68,60.74,28,0.77
-15,11,40.24,147,28.67,60,-6.99,59
108,-24.72,63,-7,15.89,9.51,72.03,33
48,-3.64,56,-22.42,43.83,39.91,122,35.19
51.34,30.11,37,58,106,147,132,146
72,-21.35,48.97,110,8.23,88,131,49.02
-31,138,70.01,-45,33,7,58,147
88,125,39.28,56,26.5,-2,16,-20
37,66,144,-19.95,10.54,27,-19,79
106,-28,12.39,54.07,82,51,52.66,111
-8,75,5.85,37,-10,148,86,116
98,-15,21.46,20.22,-14.08,54.19,51.49,24
64.79,31,12,49.37,18,32,11,137
55,129,-44,27.2,53.84,67.88,82,-12
78,67.74,-8.8,129,28.54,22,16.34,106
26,-23.72,25.12,20.41,27.16,3,64,-21.08
-26,-16.8,27.5,12.37,-10.54,12.69,48.19,1.47
-5.3,16.93,117,42.27,4.41,0.13,0,16
-11,31.98,50.58,123,-7,-15.76,149,-46
28,72.48,45,119,15.79,88,-23,121
74,67.14,-7.65,-19,25,29.44,10.75,59.54
-7.76,132,-25,0,144,115,26.37,62.64
-6,32.57,13.06,147,57.24,122,97,68
-2,128,10,-24.44,-28,87,67,-9
74.67,61,-43,77,34.59,55.46,-50,104
48.79,59.68,40.69,85,144,0,23.28,70.57
22,97,65.72,30.17,68,-6.37,73.48,-29
112,28.53,-11.45,34,-7,31.54,5.7,-49
104,2.25,91,-1,25,8,81,-23
7.01,-12.45,-1.02,-35,-14,15.01,72.64,40.6
-3,10.11,108,64.36,-12,7,-1,110
64.61,118,141,45,-6.26,65,5.51,-47
74.72,5.34,90,31,11,49,-21,68
-14,57.5,9.42,3.19,22.8,-0.82,-30,-46
6.79,-19,-16.2,143,113,45.08,118,27.81
140,-21.68,26,8.45,-9.19,97,-49,4.12
21,60,36,-15.08,83,60.18,94,125
-19.37,11.24,8,27.54,12.48,29,132,14
80,45.25,0.9,-39,92,17,40.93,35
69,32.83,-3.64,123,-18.11,96,60.26,103
124,24.42,-9,-11,116,-20.25,-15.69,1.89
26.95,-3,134,62,128,73.69,-10.35,5.36
126,127,63.32,70.07,21,23.16,29.55,146
25.61,101,-43,27,89,10,92,21.56
37,-17.57,40.15,86,-40,52.18,-43,91
49.46,54.6,106,70,-32,7.37,104,-17.83
-13,21.03,53,18.55,37,109,39.79,60
102,29,74.32,124,66.91,98,-41,-11
82,-16,81,-12.17,-5,72,46.76,30.75
30,4,55.11,17.17,78,28.24,84,41
-14.93,-17.53,86,61,1,-11.36,62,36
148,-4.52,38.5,46.39,73,116,143,-49
-40,3.04,44.17,148,-10.67,-34,28,-24.98
42,46.52,34,-1,36.38,75,110,-8.43
120,27,-48,-4.1,141,-28,133,6.58
144,54.98,24.47,3.52,52.86,37.09,-2.45,94
12,24.49,71,-10.49,14,76,-6,5.98
33,50.55,35.06,69,64.95,-19.83,10,1
104,50,1.38,105,4,24,7.15,-0.68
42.1,-14,92,51,-12.69,68.05,111,127
105,62.87,21.36,65,7.72,-1,-6.12,146
-17.71,120,131,37.03,130,117,33.91,117
113,38,29,124,20.65,64,53.67,-2.31
66,21.49,116,40,52,59,71.74,48
24,62,2,74.63,32.98,-49,97,92
78,3.43,73.72,-0.52,29.32,-47,36.79,28.23
40.44,68.86,38.75,43.8,57.08,25,128,-21.25
65,67.63,127,-41,-22,63.05,1,56
36.81,1.37,-23.67,31,-11.72,-40,3.18,40
5.46,49.11,2.85,134,36.5,-16,67,38
52.93,75,119,61,119,15.8,-12,10
-24.88,51.84,-17,1,120,4,69.08,18.4
87,31,75,-26,-18.03,63.52,56,-8
14,45.07,69.9,95,135,121,62,33
125,88,128,7.47,24,-12.92,18.9,125
136,-22.77,37,68.85,21.29,60,37.02,135
93,46.91,54,115,63.9,85,27.43,-18.7
-16.28,67,55,44.18,18,31.03,-40,-47
68.51,-25,54.93,149,40,90,53,13
62.58,-10.8,58.73,91,44.88,-36,-9.3,-5.26
52,25.88,68,66,6.97,56.84,13.24,137
48.15,76,-9.91,-19,69.7,16,61.66,-35
-17.16,149,-45,58.32,55,12.77,25.87,137
60,120,65.03,105,41,87,91,68.12
79,32,145,-10,116,-0.8,-47,-18
140,49.78,72,38.01,76,128,40.6,45.65
36.48,16,130,73,4.17,-1,50.32,144
-43,38,108,141,72.22,56.12,85,-37
50.54,129,59.78,-24,20,41,-12.73,139
-13.41,9.52,-11.79,3.43,-43,82,-16,105
12.58,-6.7,-2.83,101,0,3.32,-22.62,39.23
71.59,54.37,128,131,112,-16.08,71.05,38
1.44,-7.73,-7.43,32,52,96,39.84,16
74.81,36,83,103,34.77,38.86,101,130
111,2.8,-13,-37,11.68,119,114,-33
-13,-26,133,101,53.77,-15,54,58.4
30.54,15.72,65.61,49.66,128,-7.89,-42,-21.7
57.02,85,4,-5,-31,-10.09,94,58.76
9,73.36,135,44.28,-16.79,-18.85,124,95
4,38.19,139,16,10,128,87,93
19.96,2,27.09,138,-9,106,65,-34
45,70,37.19,13.97,68,-22,-9,18
65.58,57,33,50.06,41.79,32.51,96,103
41,20.14,50.67,19,87,8,-19.37,29
-39,21.93,4,66.53,-10,113,88,2.89
19,-4.48,62,37,111,43,58.35,23.2
55,44.29,18,-20,143,1.05,85,28
10.59,6.24,18.99,81,8.43,-22.77,40,-13.01
148,85,63.12,48,-49,-15.31,142,47.45
45.73,-30,102,23,5,91,127,-22
62,133,64,113,-40,65.23,0,-21.53
13,40,58,98,46.64,-7.12,55.17,137
-13.32,52.51,149,43.66,58,-4.95,25,144
9,6.85,50,91,130,18.65,145,7.4
-26,35,49.83,35,14,28.51,56.87,145
-18.17,71.21,89,108,76,125,67.23,69.8
61.49,49.33,34,60,65,-34,59,8
6,90,143,32.46,-7.22,19.48,57,36
127,28,10.17,139,54.02,127,15.5,131
-45,56,-18.94,114,49.56,-17,-50,25
64.03,68,22,16,35.34,40,48.58,-12.2
14.64,138,45,-7.24,24,-12.22,8,11.21
38,17.25,55.38,68.57,-46,49.02,9,-7.66
100,-15.08,-17.42,19.23,-9.15,142,-16,124
43.2,-40,134,45,41,14.04,-21.69,-12
35,68,43.93,79,-12,29,35.09,33.4
